input_diff,output_diff,probability,count,total_samples
"f,1","8,0",0.5067350865939705,790,1559
"f,1","2,2",0.5067350865939705,790,1559
"d,4","7,5",0.5066582117945466,799,1577
"e,7","8,4",0.506649778340722,800,1579
"c,7","9,5",0.506649778340722,800,1579
"d,0","11,6",0.5065963060686016,768,1516
"d,0","15,2",0.5065963060686016,768,1516
"f,3","11,0",0.5065530799475754,773,1526
"f,7","11,3",0.5065359477124183,775,1530
"e,3","4,2",0.5065274151436031,776,1532
"f,0","5,1",0.5064535955746773,824,1627
"d,5","6,5",0.5064350064350064,787,1554
"d,5","9,5",0.5064350064350064,787,1554
"d,2","10,6",0.5064102564102564,790,1560
"d,2","6,3",0.5064102564102564,790,1560
"e,2","5,7",0.5064020486555698,791,1562
"e,5","12,0",0.5063907486305539,832,1643
"e,5","2,3",0.5063907486305539,832,1643
"c,3","9,2",0.5063694267515924,795,1570
"c,3","10,6",0.5063694267515924,795,1570
"c,3","2,7",0.5063694267515924,795,1570
"c,3","13,5",0.5063694267515924,795,1570
"d,1","11,5",0.5062814070351759,806,1592
"d,1","12,5",0.5062814070351759,806,1592
"f,6","0,3",0.5062623599208965,768,1517
"f,6","6,5",0.5062623599208965,768,1517
"c,2","3,4",0.50625,810,1600
"c,2","4,5",0.50625,810,1600
"d,7","4,3",0.5062132112491825,774,1529
"c,1","9,4",0.5062111801242236,815,1610
"c,5","5,7",0.5061488673139158,782,1545
"e,1","3,0",0.5061329890251776,784,1549
"c,0","4,1",0.5061250805931657,785,1551
"c,0","5,5",0.5061250805931657,785,1551
"d,6","10,4",0.5061250805931657,785,1551
"f,1","7,2",0.5060936497754971,789,1559
"d,4","5,4",0.5060240963855421,798,1577
"e,7","1,0",0.506016466117796,799,1579
"e,7","3,2",0.506016466117796,799,1579
"c,7","2,6",0.506016466117796,799,1579
"c,7","3,0",0.506016466117796,799,1579
"c,7","13,4",0.506016466117796,799,1579
"e,4","5,0",0.5059710873664363,805,1591
"e,4","12,0",0.5059710873664363,805,1591
"e,4","6,0",0.5059710873664363,805,1591
"d,0","5,2",0.5059366754617414,767,1516
"d,0","9,5",0.5059366754617414,767,1516
"c,6","8,4",0.5059366754617414,767,1516
"c,6","14,6",0.5059366754617414,767,1516
"c,6","6,2",0.5059366754617414,767,1516
"e,0","7,5",0.5059210526315789,769,1520
"e,0","0,7",0.5059210526315789,769,1520
"e,0","15,5",0.5059210526315789,769,1520
"e,6","12,5",0.5059042883778745,814,1609
"f,3","6,7",0.5058977719528178,772,1526
"f,3","8,1",0.5058977719528178,772,1526
"e,3","1,4",0.5058746736292428,775,1532
"e,3","5,7",0.5058746736292428,775,1532
"f,0","7,5",0.505838967424708,823,1627
"f,0","2,5",0.505838967424708,823,1627
"f,0","6,7",0.505838967424708,823,1627
"f,4","5,4",0.5058214747736093,782,1546
"f,4","10,0",0.5058214747736093,782,1546
"e,5","1,2",0.5057821059038344,831,1643
"e,5","13,1",0.5057821059038344,831,1643
"e,5","1,0",0.5057821059038344,831,1643
"d,2","11,3",0.5057692307692307,789,1560
"d,2","10,2",0.5057692307692307,789,1560
"e,2","1,5",0.5057618437900128,790,1562
"f,5","15,2",0.5057251908396947,795,1572
"d,1","4,6",0.5056532663316583,805,1592
"d,1","7,0",0.5056532663316583,805,1592
"d,1","8,6",0.5056532663316583,805,1592
"c,1","12,6",0.5055900621118012,814,1610
"d,3","5,6",0.5055737704918033,771,1525
"d,3","9,0",0.5055737704918033,771,1525
"d,7","10,5",0.5055591890124265,773,1529
"d,7","13,5",0.5055591890124265,773,1529
"f,2","10,1",0.5055418719211823,821,1624
"f,2","11,3",0.5055418719211823,821,1624
"c,4","8,3",0.5055230669265757,778,1539
"c,5","3,1",0.5055016181229773,781,1545
"c,5","14,3",0.5055016181229773,781,1545
"e,1","11,0",0.5054874112330536,783,1549
"e,1","8,0",0.5054874112330536,783,1549
"c,0","3,4",0.5054803352675693,784,1551
"f,1","2,7",0.5054522129570237,788,1559
"f,1","3,6",0.5054522129570237,788,1559
"d,4","15,2",0.5053899809765378,797,1577
"c,7","6,7",0.5053831538948702,798,1579
"c,7","2,0",0.5053831538948702,798,1579
"c,7","13,6",0.5053831538948702,798,1579
"c,7","7,0",0.5053831538948702,798,1579
"e,4","9,6",0.5053425518541798,804,1591
"e,6","6,1",0.5052827843380981,813,1609
"d,0","15,3",0.5052770448548812,766,1516
"c,6","9,2",0.5052770448548812,766,1516
"e,0","1,1",0.5052631578947369,768,1520
"f,3","11,2",0.5052424639580603,771,1526
"f,7","11,5",0.5052287581699346,773,1530
"f,7","5,7",0.5052287581699346,773,1530
"e,5","5,5",0.505173463177115,830,1643
"e,5","6,7",0.505173463177115,830,1643
"d,5","2,1",0.5051480051480052,785,1554
"d,5","10,4",0.5051480051480052,785,1554
"d,2","5,4",0.5051282051282051,788,1560
"d,2","10,3",0.5051282051282051,788,1560
"d,2","12,4",0.5051282051282051,788,1560
"d,2","11,4",0.5051282051282051,788,1560
"d,2","10,7",0.5051282051282051,788,1560
"c,3","1,3",0.5050955414012739,793,1570
"c,3","4,0",0.5050955414012739,793,1570
"c,3","4,6",0.5050955414012739,793,1570
"f,5","8,5",0.5050890585241731,794,1572
"d,1","15,4",0.5050251256281407,804,1592
"d,1","11,0",0.5050251256281407,804,1592
"d,1","0,5",0.5050251256281407,804,1592
"c,2","6,1",0.505,808,1600
"c,1","1,0",0.5049689440993789,813,1610
"c,1","5,1",0.5049689440993789,813,1610
"f,6","3,2",0.5049439683586026,766,1517
"f,2","13,4",0.5049261083743842,820,1624
"f,2","10,0",0.5049261083743842,820,1624
"d,3","11,0",0.5049180327868853,770,1525
"d,3","11,3",0.5049180327868853,770,1525
"c,4","4,2",0.5048732943469786,777,1539
"c,5","7,2",0.5048543689320388,780,1545
"c,5","9,7",0.5048543689320388,780,1545
"c,0","9,3",0.504835589941973,783,1551
"f,1","5,7",0.5048107761385503,787,1559
"e,7","5,7",0.5047498416719443,797,1579
"e,7","2,0",0.5047498416719443,797,1579
"e,7","6,4",0.5047498416719443,797,1579
"e,7","8,6",0.5047498416719443,797,1579
"e,7","12,5",0.5047498416719443,797,1579
"c,7","1,2",0.5047498416719443,797,1579
"c,7","12,0",0.5047498416719443,797,1579
"d,0","15,0",0.5046174142480211,765,1516
"f,0","7,1",0.5046097111247695,821,1627
"f,0","7,7",0.5046097111247695,821,1627
"f,0","8,4",0.5046097111247695,821,1627
"f,7","1,0",0.5045751633986928,772,1530
"f,7","12,6",0.5045751633986928,772,1530
"f,7","2,2",0.5045751633986928,772,1530
"e,3","6,7",0.5045691906005222,773,1532
"e,3","13,3",0.5045691906005222,773,1532
"e,3","11,4",0.5045691906005222,773,1532
"f,4","6,6",0.5045278137128072,780,1546
"f,4","3,3",0.5045278137128072,780,1546
"f,4","14,1",0.5045278137128072,780,1546
"d,2","1,6",0.5044871794871795,787,1560
"d,2","2,4",0.5044871794871795,787,1560
"d,2","4,7",0.5044871794871795,787,1560
"d,2","8,5",0.5044871794871795,787,1560
"e,2","11,2",0.5044814340588989,788,1562
"e,2","12,4",0.5044814340588989,788,1562
"c,3","6,2",0.5044585987261146,792,1570
"c,3","11,1",0.5044585987261146,792,1570
"c,3","9,7",0.5044585987261146,792,1570
"c,3","7,6",0.5044585987261146,792,1570
"f,5","1,2",0.5044529262086515,793,1572
"f,5","5,0",0.5044529262086515,793,1572
"f,5","12,0",0.5044529262086515,793,1572
"f,5","9,4",0.5044529262086515,793,1572
"c,1","7,5",0.5043478260869565,812,1610
"f,2","11,6",0.5043103448275862,819,1624
"f,2","2,1",0.5043103448275862,819,1624
"f,2","5,6",0.5043103448275862,819,1624
"f,6","9,3",0.5042847725774555,765,1517
"f,6","13,7",0.5042847725774555,765,1517
"f,6","2,2",0.5042847725774555,765,1517
"d,3","2,6",0.5042622950819672,769,1525
"d,7","0,1",0.5042511445389143,771,1529
"c,4","11,3",0.5042235217673814,776,1539
"e,1","9,3",0.5041962556488057,781,1549
"e,1","11,1",0.5041962556488057,781,1549
"e,1","11,4",0.5041962556488057,781,1549
"e,1","14,3",0.5041962556488057,781,1549
"d,6","6,4",0.5041908446163765,782,1551
"f,1","9,5",0.504169339320077,786,1559
"d,4","10,4",0.5041217501585289,795,1577
"e,7","3,7",0.5041165294490184,796,1579
"c,7","6,4",0.5041165294490184,796,1579
"e,4","1,5",0.5040854808296669,802,1591
"e,6","7,4",0.5040397762585457,811,1609
"f,0","13,7",0.5039950829748002,820,1627
"d,0","10,6",0.503957783641161,764,1516
"d,0","2,6",0.503957783641161,764,1516
"d,0","5,0",0.503957783641161,764,1516
"c,6","2,1",0.503957783641161,764,1516
"c,6","9,6",0.503957783641161,764,1516
"c,6","13,7",0.503957783641161,764,1516
"c,6","9,1",0.503957783641161,764,1516
"e,5","1,6",0.5039561777236762,828,1643
"e,5","6,1",0.5039561777236762,828,1643
"e,5","6,5",0.5039561777236762,828,1643
"e,0","11,3",0.5039473684210526,766,1520
"f,3","7,7",0.5039318479685452,769,1526
"f,7","15,0",0.503921568627451,771,1530
"e,3","6,1",0.5039164490861618,772,1532
"e,3","6,2",0.5039164490861618,772,1532
"f,4","5,1",0.5038809831824063,779,1546
"d,5","0,6",0.5038610038610039,783,1554
"d,5","1,2",0.5038610038610039,783,1554
"c,3","14,2",0.5038216560509554,791,1570
"f,5","6,1",0.5038167938931297,792,1572
"c,2","3,7",0.50375,806,1600
"c,2","5,3",0.50375,806,1600
"c,2","8,6",0.50375,806,1600
"c,2","14,4",0.50375,806,1600
"c,2","15,7",0.50375,806,1600
"f,6","9,7",0.5036255767963085,764,1517
"d,3","8,1",0.5036065573770492,768,1525
"d,3","8,4",0.5036065573770492,768,1525
"d,7","2,7",0.5035971223021583,770,1529
"c,5","3,6",0.5035598705501618,778,1545
"e,1","9,0",0.5035506778566817,780,1549
"c,0","14,7",0.5035460992907801,781,1551
"c,0","4,7",0.5035460992907801,781,1551
"f,1","2,4",0.5035279025016036,785,1559
"f,1","13,6",0.5035279025016036,785,1559
"c,7","10,7",0.5034832172260925,795,1579
"c,7","5,1",0.5034832172260925,795,1579
"c,7","5,3",0.5034832172260925,795,1579
"c,7","8,3",0.5034832172260925,795,1579
"e,4","11,5",0.5034569453174105,801,1591
"e,4","14,3",0.5034569453174105,801,1591
"e,4","5,3",0.5034569453174105,801,1591
"e,4","1,2",0.5034569453174105,801,1591
"e,6","5,6",0.5034182722187694,810,1609
"e,6","1,7",0.5034182722187694,810,1609
"d,0","3,2",0.5032981530343008,763,1516
"d,0","13,4",0.5032981530343008,763,1516
"d,0","14,0",0.5032981530343008,763,1516
"c,6","1,3",0.5032981530343008,763,1516
"e,3","8,6",0.5032637075718016,771,1532
"d,5","0,2",0.5032175032175032,782,1554
"d,5","8,4",0.5032175032175032,782,1554
"d,5","0,7",0.5032175032175032,782,1554
"d,5","6,0",0.5032175032175032,782,1554
"d,2","5,3",0.5032051282051282,785,1560
"d,2","15,6",0.5032051282051282,785,1560
"e,2","7,3",0.5032010243277849,786,1562
"e,2","13,3",0.5032010243277849,786,1562
"d,1","5,7",0.503140703517588,801,1592
"c,2","4,0",0.503125,805,1600
"c,1","10,2",0.5031055900621118,810,1610
"f,2","3,5",0.5030788177339901,817,1624
"f,6","5,0",0.5029663810151616,763,1517
"f,6","15,6",0.5029663810151616,763,1517
"d,3","0,2",0.5029508196721312,767,1525
"d,7","0,4",0.5029431000654022,769,1529
"d,7","0,0",0.5029431000654022,769,1529
"d,7","3,6",0.5029431000654022,769,1529
"d,7","14,4",0.5029431000654022,769,1529
"c,5","8,3",0.5029126213592233,777,1545
"c,0","9,6",0.5029013539651838,780,1551
"d,6","11,5",0.5029013539651838,780,1551
"d,6","6,7",0.5029013539651838,780,1551
"d,6","4,0",0.5029013539651838,780,1551
"f,1","7,6",0.5028864656831302,784,1559
"f,1","13,7",0.5028864656831302,784,1559
"f,1","14,4",0.5028864656831302,784,1559
"f,1","4,7",0.5028864656831302,784,1559
"d,4","0,1",0.50285351934052,793,1577
"d,4","15,1",0.50285351934052,793,1577
"c,7","3,1",0.5028499050031665,794,1579
"e,4","6,6",0.502828409805154,800,1591
"e,6","13,3",0.5027967681789932,809,1609
"e,5","6,6",0.5027388922702374,826,1643
"d,0","0,2",0.5026385224274407,762,1516
"d,0","0,6",0.5026385224274407,762,1516
"c,6","6,3",0.5026385224274407,762,1516
"e,0","4,6",0.5026315789473684,764,1520
"f,3","6,1",0.5026212319790302,767,1526
"f,3","10,1",0.5026212319790302,767,1526
"f,7","8,1",0.5026143790849673,769,1530
"f,7","8,7",0.5026143790849673,769,1530
"e,3","12,0",0.5026109660574413,770,1532
"f,4","10,3",0.5025873221216042,777,1546
"d,5","7,3",0.5025740025740025,781,1554
"d,2","0,0",0.5025641025641026,784,1560
"e,2","12,2",0.5025608194622279,785,1562
"c,3","7,1",0.5025477707006369,789,1570
"c,3","8,2",0.5025477707006369,789,1570
"c,2","5,5",0.5025,804,1600
"c,2","8,2",0.5025,804,1600
"c,1","3,6",0.5024844720496895,809,1610
"f,2","7,2",0.5024630541871922,816,1624
"f,2","15,2",0.5024630541871922,816,1624
"f,2","1,3",0.5024630541871922,816,1624
"f,2","12,1",0.5024630541871922,816,1624
"c,4","4,6",0.50227420402859,773,1539
"c,4","7,6",0.50227420402859,773,1539
"c,5","8,6",0.5022653721682848,776,1545
"c,0","4,2",0.5022566086395873,779,1551
"d,6","9,7",0.5022566086395873,779,1551
"d,6","15,0",0.5022566086395873,779,1551
"d,6","5,3",0.5022566086395873,779,1551
"f,1","8,5",0.5022450288646568,783,1559
"d,4","4,0",0.5022194039315155,792,1577
"d,4","8,6",0.5022194039315155,792,1577
"e,7","11,1",0.5022165927802407,793,1579
"c,7","14,0",0.5022165927802407,793,1579
"c,7","14,7",0.5022165927802407,793,1579
"e,4","0,1",0.5021998742928976,799,1591
"e,4","0,6",0.5021998742928976,799,1591
"e,4","15,4",0.5021998742928976,799,1591
"e,4","15,7",0.5021998742928976,799,1591
"e,4","10,7",0.5021998742928976,799,1591
"e,4","10,1",0.5021998742928976,799,1591
"e,4","11,4",0.5021998742928976,799,1591
"e,6","6,3",0.5021752641392169,808,1609
"f,0","10,1",0.5021511985248924,817,1627
"f,0","13,2",0.5021511985248924,817,1627
"d,0","8,1",0.5019788918205804,761,1516
"d,0","0,3",0.5019788918205804,761,1516
"d,0","5,4",0.5019788918205804,761,1516
"c,6","8,7",0.5019788918205804,761,1516
"f,7","13,3",0.5019607843137255,768,1530
"e,3","8,0",0.5019582245430809,769,1532
"f,4","2,3",0.5019404915912031,776,1546
"d,5","5,6",0.5019305019305019,780,1554
"d,5","3,0",0.5019305019305019,780,1554
"d,5","14,6",0.5019305019305019,780,1554
"c,3","4,1",0.5019108280254777,788,1570
"f,5","10,7",0.5019083969465649,789,1572
"f,5","14,1",0.5019083969465649,789,1572
"f,5","11,6",0.5019083969465649,789,1572
"f,5","13,4",0.5019083969465649,789,1572
"d,1","6,3",0.5018844221105527,799,1592
"d,1","15,1",0.5018844221105527,799,1592
"c,2","2,3",0.501875,803,1600
"c,2","13,1",0.501875,803,1600
"c,1","0,6",0.5018633540372671,808,1610
"f,2","14,3",0.5018472906403941,815,1624
"d,3","5,4",0.5016393442622951,765,1525
"d,3","10,0",0.5016393442622951,765,1525
"d,7","7,1",0.5016350555918901,767,1529
"c,4","2,3",0.5016244314489928,772,1539
"c,4","13,1",0.5016244314489928,772,1539
"c,5","11,6",0.5016181229773463,775,1545
"c,5","7,7",0.5016181229773463,775,1545
"c,0","6,5",0.501611863313991,778,1551
"c,0","5,0",0.501611863313991,778,1551
"c,7","9,6",0.5015832805573147,792,1579
"c,7","15,7",0.5015832805573147,792,1579
"e,4","7,4",0.5015713387806411,798,1591
"f,0","8,3",0.5015365703749232,816,1627
"f,0","3,0",0.5015365703749232,816,1627
"e,5","4,1",0.5015216068167986,824,1643
"d,0","7,3",0.5013192612137203,760,1516
"d,0","7,6",0.5013192612137203,760,1516
"d,0","10,0",0.5013192612137203,760,1516
"c,6","14,5",0.5013192612137203,760,1516
"e,0","6,3",0.5013157894736842,762,1520
"e,0","10,5",0.5013157894736842,762,1520
"f,3","1,7",0.5013106159895151,765,1526
"f,3","12,5",0.5013106159895151,765,1526
"e,3","1,5",0.5013054830287206,768,1532
"f,4","5,2",0.5012936610608021,775,1546
"f,4","15,0",0.5012936610608021,775,1546
"f,4","0,5",0.5012936610608021,775,1546
"f,4","2,0",0.5012936610608021,775,1546
"d,2","13,2",0.5012820512820513,782,1560
"e,2","1,2",0.501280409731114,783,1562
"e,2","6,4",0.501280409731114,783,1562
"e,2","6,3",0.501280409731114,783,1562
"f,5","0,1",0.5012722646310432,788,1572
"d,1","12,4",0.5012562814070352,798,1592
"c,1","0,7",0.5012422360248447,807,1610
"f,6","14,0",0.5009887936717206,760,1517
"f,6","13,4",0.5009887936717206,760,1517
"f,6","14,3",0.5009887936717206,760,1517
"f,6","10,3",0.5009887936717206,760,1517
"d,3","2,3",0.5009836065573771,764,1525
"d,7","15,1",0.5009810333551341,766,1529
"d,7","13,0",0.5009810333551341,766,1529
"d,7","8,2",0.5009810333551341,766,1529
"c,4","3,5",0.5009746588693957,771,1539
"c,4","7,5",0.5009746588693957,771,1539
"c,4","3,2",0.5009746588693957,771,1539
"e,1","12,4",0.5009683666881859,776,1549
"e,1","7,1",0.5009683666881859,776,1549
"c,0","12,4",0.5009671179883946,777,1551
"c,0","2,7",0.5009671179883946,777,1551
"c,0","13,5",0.5009671179883946,777,1551
"d,6","2,0",0.5009671179883946,777,1551
"d,6","10,7",0.5009671179883946,777,1551
"d,6","15,7",0.5009671179883946,777,1551
"f,1","6,2",0.50096215522771,781,1559
"f,1","11,3",0.50096215522771,781,1559
"d,4","6,1",0.5009511731135067,790,1577
"e,7","1,2",0.5009499683343889,791,1579
"e,7","6,6",0.5009499683343889,791,1579
"e,7","5,3",0.5009499683343889,791,1579
"c,7","14,3",0.5009499683343889,791,1579
"e,4","10,4",0.5009428032683847,797,1591
"f,0","0,1",0.5009219422249539,815,1627
"f,0","4,5",0.5009219422249539,815,1627
"e,5","4,6",0.5009129640900791,823,1643
"e,0","6,2",0.5006578947368421,761,1520
"e,0","12,2",0.5006578947368421,761,1520
"e,3","9,4",0.5006527415143603,767,1532
"f,4","2,6",0.500646830530401,774,1546
"f,4","4,4",0.500646830530401,774,1546
"d,2","4,1",0.5006410256410256,781,1560
"d,2","15,0",0.5006410256410256,781,1560
"f,5","9,0",0.5006361323155216,787,1572
"f,5","4,7",0.5006361323155216,787,1572
"d,1","13,3",0.5006281407035176,797,1592
"c,2","7,4",0.500625,801,1600
"c,2","6,6",0.500625,801,1600
"c,2","14,5",0.500625,801,1600
"c,1","3,1",0.5006211180124224,806,1610
"f,2","10,5",0.500615763546798,813,1624
"f,6","14,7",0.5003295978905735,759,1517
"f,6","10,1",0.5003295978905735,759,1517
"f,6","11,5",0.5003295978905735,759,1517
"f,6","13,3",0.5003295978905735,759,1517
"d,7","6,6",0.5003270111183781,765,1529
"c,4","14,1",0.5003248862897985,770,1539
"c,4","14,4",0.5003248862897985,770,1539
"c,5","15,1",0.5003236245954693,773,1545
"c,5","4,1",0.5003236245954693,773,1545
"c,5","7,5",0.5003236245954693,773,1545
"e,1","10,2",0.500322788896062,775,1549
"e,1","6,2",0.500322788896062,775,1549
"c,0","8,2",0.5003223726627982,776,1551
"c,0","2,5",0.5003223726627982,776,1551
"c,0","13,3",0.5003223726627982,776,1551
"c,0","4,0",0.5003223726627982,776,1551
"c,0","4,5",0.5003223726627982,776,1551
"d,6","8,0",0.5003223726627982,776,1551
"d,6","7,3",0.5003223726627982,776,1551
"f,1","6,5",0.5003207184092366,780,1559
"c,7","3,3",0.5003166561114629,790,1579
"c,7","3,5",0.5003166561114629,790,1579
"e,4","11,0",0.5003142677561282,796,1591
"e,6","10,7",0.5003107520198882,805,1609
"f,0","10,4",0.5003073140749846,814,1627
"d,5","9,2",0.5,777,1554
"f,4","6,7",0.5,773,1546
"f,4","8,6",0.5,773,1546
"f,4","1,6",0.5,773,1546
"f,4","12,4",0.5,773,1546
"d,2","3,0",0.5,780,1560
"d,2","8,0",0.5,780,1560
"d,2","14,6",0.5,780,1560
"d,2","0,5",0.5,780,1560
"d,2","10,0",0.5,780,1560
"d,1","0,6",0.5,796,1592
"c,1","3,4",0.5,805,1610
"c,1","4,2",0.5,805,1610
"f,3","4,7",0.5,763,1526
"f,2","15,5",0.5,812,1624
"f,5","6,5",0.5,786,1572
"e,2","6,6",0.5,781,1562
"e,2","11,5",0.5,781,1562
"c,2","4,2",0.5,800,1600
"e,0","4,3",0.5,760,1520
"e,0","11,0",0.5,760,1520
"e,0","11,4",0.5,760,1520
"f,7","0,2",0.5,765,1530
"e,5","0,5",0.4996956786366403,821,1643
"e,5","15,3",0.4996956786366403,821,1643
"f,0","4,7",0.49969268592501537,813,1627
"f,0","9,3",0.49969268592501537,813,1627
"e,6","14,1",0.4996892479801119,804,1609
"e,4","6,4",0.4996857322438718,795,1591
"c,7","4,0",0.499683343888537,789,1579
"c,7","7,5",0.499683343888537,789,1579
"c,7","8,6",0.499683343888537,789,1579
"c,7","9,7",0.499683343888537,789,1579
"d,4","11,2",0.49968294229549776,788,1577
"d,6","0,5",0.4996776273372018,775,1551
"e,1","4,2",0.49967721110393803,774,1549
"e,1","12,0",0.49967721110393803,774,1549
"c,5","4,3",0.49967637540453075,772,1545
"c,5","9,4",0.49967637540453075,772,1545
"c,5","14,1",0.49967637540453075,772,1545
"d,3","15,2",0.499672131147541,762,1525
"d,3","15,4",0.499672131147541,762,1525
"f,6","4,6",0.4996704021094265,758,1517
"f,6","8,0",0.4996704021094265,758,1517
"f,6","15,1",0.4996704021094265,758,1517
"f,6","7,2",0.4996704021094265,758,1517
"f,2","11,5",0.49938423645320196,811,1624
"c,1","15,4",0.4993788819875776,804,1610
"c,2","5,0",0.499375,799,1600
"c,2","14,1",0.499375,799,1600
"d,1","1,6",0.4993718592964824,795,1592
"f,5","11,0",0.4993638676844784,785,1572
"e,2","1,7",0.499359795134443,780,1562
"e,2","13,4",0.499359795134443,780,1562
"d,2","5,7",0.49935897435897436,779,1560
"d,2","4,5",0.49935897435897436,779,1560
"d,5","10,7",0.49935649935649934,776,1554
"f,4","2,1",0.49935316946959896,772,1546
"f,4","2,4",0.49935316946959896,772,1546
"f,4","13,2",0.49935316946959896,772,1546
"e,3","1,2",0.4993472584856397,765,1532
"e,3","4,3",0.4993472584856397,765,1532
"f,7","7,5",0.4993464052287582,764,1530
"f,7","14,6",0.4993464052287582,764,1530
"f,3","8,5",0.49934469200524245,762,1526
"f,3","2,0",0.49934469200524245,762,1526
"f,3","9,0",0.49934469200524245,762,1526
"e,0","11,6",0.4993421052631579,759,1520
"d,0","6,5",0.49934036939313986,757,1516
"c,6","9,4",0.49934036939313986,757,1516
"c,6","4,3",0.49934036939313986,757,1516
"e,5","7,0",0.4990870359099209,820,1643
"f,0","8,0",0.4990780577750461,812,1627
"e,6","6,4",0.4990677439403356,803,1609
"e,6","10,4",0.4990677439403356,803,1609
"e,4","11,7",0.49905719673161536,794,1591
"e,7","10,3",0.4990500316656111,788,1579
"c,7","7,4",0.4990500316656111,788,1579
"d,4","5,1",0.4990488268864933,787,1577
"f,1","4,6",0.4990378447722899,778,1559
"f,1","8,1",0.4990378447722899,778,1559
"f,1","8,4",0.4990378447722899,778,1559
"e,1","11,7",0.49903163331181405,773,1549
"e,1","4,4",0.49903163331181405,773,1549
"c,5","0,3",0.49902912621359224,771,1545
"c,5","3,4",0.49902912621359224,771,1545
"c,4","9,1",0.49902534113060426,768,1539
"d,3","13,1",0.49901639344262294,761,1525
"f,6","0,0",0.4990112063282795,757,1517
"f,6","8,5",0.4990112063282795,757,1517
"c,1","7,3",0.49875776397515525,803,1610
"c,2","15,4",0.49875,798,1600
"d,1","0,3",0.49874371859296485,794,1592
"d,1","3,1",0.49874371859296485,794,1592
"d,1","14,7",0.49874371859296485,794,1592
"e,2","11,1",0.49871959026888607,779,1562
"e,2","12,0",0.49871959026888607,779,1562
"d,2","5,6",0.4987179487179487,778,1560
"d,5","4,7",0.49871299871299873,775,1554
"d,5","6,2",0.49871299871299873,775,1554
"f,4","8,2",0.4987063389391979,771,1546
"e,3","10,5",0.49869451697127937,764,1532
"f,7","7,4",0.49869281045751634,763,1530
"f,7","11,0",0.49869281045751634,763,1530
"f,7","11,4",0.49869281045751634,763,1530
"e,0","10,0",0.4986842105263158,758,1520
"d,0","7,5",0.49868073878627966,756,1516
"d,0","10,3",0.49868073878627966,756,1516
"d,0","15,7",0.49868073878627966,756,1516
"c,6","3,3",0.49868073878627966,756,1516
"e,5","1,1",0.4984783931832015,819,1643
"e,5","1,4",0.4984783931832015,819,1643
"e,5","11,5",0.4984783931832015,819,1643
"f,0","7,6",0.49846342962507684,811,1627
"e,6","12,0",0.49844623990055936,802,1609
"e,7","0,3",0.49841671944268523,787,1579
"e,7","10,4",0.49841671944268523,787,1579
"e,7","15,1",0.49841671944268523,787,1579
"e,7","5,2",0.49841671944268523,787,1579
"d,4","9,1",0.4984147114774889,786,1577
"d,4","0,6",0.4984147114774889,786,1577
"f,1","5,2",0.49839640795381657,777,1559
"c,0","1,6",0.498388136686009,773,1551
"c,0","7,1",0.498388136686009,773,1551
"c,0","11,1",0.498388136686009,773,1551
"d,6","4,4",0.498388136686009,773,1551
"d,6","6,1",0.498388136686009,773,1551
"d,6","0,1",0.498388136686009,773,1551
"e,1","4,7",0.4983860555196901,772,1549
"e,1","7,7",0.4983860555196901,772,1549
"e,1","7,4",0.4983860555196901,772,1549
"c,4","6,7",0.4983755685510071,767,1539
"c,4","15,2",0.4983755685510071,767,1539
"d,7","11,6",0.49836494440810986,762,1529
"f,6","7,0",0.4983520105471325,756,1517
"f,2","4,3",0.4981527093596059,809,1624
"c,1","9,3",0.49813664596273294,802,1610
"c,1","4,1",0.49813664596273294,802,1610
"c,1","6,7",0.49813664596273294,802,1610
"c,2","3,3",0.498125,797,1600
"d,1","7,7",0.4981155778894472,793,1592
"d,1","9,7",0.4981155778894472,793,1592
"f,5","2,7",0.49809160305343514,783,1572
"f,5","4,0",0.49809160305343514,783,1572
"f,5","13,7",0.49809160305343514,783,1572
"c,3","3,6",0.4980891719745223,782,1570
"e,2","10,0",0.4980793854033291,778,1562
"d,2","9,0",0.4980769230769231,777,1560
"d,2","10,4",0.4980769230769231,777,1560
"d,2","2,7",0.4980769230769231,777,1560
"d,2","0,2",0.4980769230769231,777,1560
"d,5","5,7",0.4980694980694981,774,1554
"d,5","6,3",0.4980694980694981,774,1554
"d,5","9,0",0.4980694980694981,774,1554
"d,5","5,5",0.4980694980694981,774,1554
"f,4","10,5",0.49805950840879687,770,1546
"f,4","11,1",0.49805950840879687,770,1546
"e,3","1,3",0.4980417754569191,763,1532
"f,7","6,3",0.4980392156862745,762,1530
"f,7","8,6",0.4980392156862745,762,1530
"f,7","9,4",0.4980392156862745,762,1530
"f,7","11,6",0.4980392156862745,762,1530
"f,3","4,1",0.4980340760157274,760,1526
"f,3","9,2",0.4980340760157274,760,1526
"d,0","3,7",0.4980211081794195,755,1516
"d,0","14,5",0.4980211081794195,755,1516
"d,0","5,6",0.4980211081794195,755,1516
"c,6","7,5",0.4980211081794195,755,1516
"e,5","12,6",0.497869750456482,818,1643
"f,0","1,2",0.49784880147510757,810,1627
"f,0","7,4",0.49784880147510757,810,1627
"f,0","12,0",0.49784880147510757,810,1627
"d,4","10,2",0.49778059606848446,785,1577
"d,4","10,3",0.49778059606848446,785,1577
"d,4","13,3",0.49778059606848446,785,1577
"c,0","14,0",0.4977433913604126,772,1551
"d,6","8,6",0.4977433913604126,772,1551
