input_diff,output_diff,probability,count,total_samples
"e,1","6,7",0.4977404777275662,771,1549
"c,5","9,3",0.49773462783171524,769,1545
"c,4","14,6",0.49772579597141,766,1539
"f,6","11,4",0.4976928147659855,755,1517
"f,6","2,4",0.4976928147659855,755,1517
"f,6","8,2",0.4976928147659855,755,1517
"f,2","2,2",0.4975369458128079,808,1624
"c,1","15,5",0.49751552795031057,801,1610
"c,2","4,6",0.4975,796,1600
"c,2","9,7",0.4975,796,1600
"d,1","15,7",0.49748743718592964,792,1592
"d,1","8,1",0.49748743718592964,792,1592
"f,5","4,3",0.49745547073791346,782,1572
"d,2","5,5",0.49743589743589745,776,1560
"f,7","7,1",0.4973856209150327,761,1530
"f,7","10,0",0.4973856209150327,761,1530
"e,0","5,6",0.49736842105263157,756,1520
"c,6","11,4",0.4973614775725594,754,1516
"c,6","4,5",0.4973614775725594,754,1516
"e,6","10,2",0.49720323182100684,800,1609
"e,4","6,5",0.497171590194846,791,1591
"e,7","0,6",0.49715009499683344,785,1579
"e,7","10,1",0.49715009499683344,785,1579
"e,7","15,4",0.49715009499683344,785,1579
"c,7","9,2",0.49715009499683344,785,1579
"d,4","10,0",0.49714648065948003,784,1577
"d,4","2,5",0.49714648065948003,784,1577
"f,1","2,1",0.4971135343168698,775,1559
"f,1","5,5",0.4971135343168698,775,1559
"d,6","9,5",0.49709864603481624,771,1551
"e,1","1,4",0.4970948999354422,770,1549
"e,1","11,2",0.4970948999354422,770,1549
"e,1","5,1",0.4970948999354422,770,1549
"c,5","6,3",0.4970873786407767,768,1545
"c,5","11,4",0.4970873786407767,768,1545
"c,5","1,4",0.4970873786407767,768,1545
"d,3","0,3",0.4970491803278689,758,1525
"f,6","13,0",0.4970336189848385,754,1517
"f,6","4,2",0.4970336189848385,754,1517
"f,2","11,0",0.49692118226600984,807,1624
"f,2","1,5",0.49692118226600984,807,1624
"f,2","7,5",0.49692118226600984,807,1624
"f,2","12,3",0.49692118226600984,807,1624
"c,1","10,5",0.4968944099378882,800,1610
"d,1","11,2",0.49685929648241206,791,1592
"f,5","7,5",0.49681933842239184,781,1572
"f,5","13,2",0.49681933842239184,781,1572
"f,5","13,0",0.49681933842239184,781,1572
"c,3","12,4",0.4968152866242038,780,1570
"e,2","6,7",0.4967989756722151,776,1562
"d,2","9,1",0.4967948717948718,775,1560
"d,5","11,6",0.4967824967824968,772,1554
"d,5","13,2",0.4967824967824968,772,1554
"d,5","4,1",0.4967824967824968,772,1554
"d,5","11,4",0.4967824967824968,772,1554
"f,4","0,2",0.49676584734799484,768,1546
"f,4","13,7",0.49676584734799484,768,1546
"f,4","8,3",0.49676584734799484,768,1546
"e,3","0,2",0.49673629242819844,761,1532
"e,3","15,0",0.49673629242819844,761,1532
"f,7","5,6",0.49673202614379086,760,1530
"f,7","4,3",0.49673202614379086,760,1530
"f,3","6,6",0.4967234600262123,758,1526
"e,0","5,7",0.4967105263157895,755,1520
"d,0","0,1",0.4967018469656992,753,1516
"c,6","5,6",0.4967018469656992,753,1516
"e,5","9,2",0.4966524650030432,816,1643
"f,0","5,0",0.49661954517516904,808,1627
"f,0","4,2",0.49661954517516904,808,1627
"e,6","10,5",0.49658172778123055,799,1609
"e,4","7,0",0.4965430546825896,790,1591
"e,4","12,6",0.4965430546825896,790,1591
"e,7","12,4",0.49651678277390754,784,1579
"c,7","4,1",0.49651678277390754,784,1579
"d,4","5,5",0.4965123652504756,783,1577
"f,1","10,6",0.4964720974983964,774,1559
"f,1","7,0",0.4964720974983964,774,1559
"c,0","7,4",0.49645390070921985,770,1551
"d,6","3,1",0.49645390070921985,770,1551
"d,6","14,7",0.49645390070921985,770,1551
"e,1","7,6",0.4964493221433183,769,1549
"e,1","12,3",0.4964493221433183,769,1549
"e,1","5,5",0.4964493221433183,769,1549
"c,5","9,0",0.4964401294498382,767,1545
"c,4","8,1",0.4964262508122157,764,1539
"c,4","3,0",0.4964262508122157,764,1539
"d,7","5,1",0.49640287769784175,759,1529
"d,7","9,0",0.49640287769784175,759,1529
"d,3","7,3",0.4963934426229508,757,1525
"f,6","2,0",0.4963744232036915,753,1517
"f,6","3,1",0.4963744232036915,753,1517
"f,6","1,4",0.4963744232036915,753,1517
"f,6","7,3",0.4963744232036915,753,1517
"f,6","12,2",0.4963744232036915,753,1517
"f,6","9,5",0.4963744232036915,753,1517
"f,2","4,5",0.4963054187192118,806,1624
"c,1","6,4",0.4962732919254658,799,1610
"c,1","14,4",0.4962732919254658,799,1610
"c,1","7,6",0.4962732919254658,799,1610
"c,1","9,1",0.4962732919254658,799,1610
"d,1","15,3",0.4962311557788945,790,1592
"f,5","9,1",0.4961832061068702,780,1572
"c,3","9,5",0.4961783439490446,779,1570
"c,3","9,1",0.4961783439490446,779,1570
"e,2","10,5",0.49615877080665816,775,1562
"e,2","0,3",0.49615877080665816,775,1562
"e,2","15,1",0.49615877080665816,775,1562
"e,2","6,0",0.49615877080665816,775,1562
"d,5","15,0",0.49613899613899615,771,1554
"d,5","4,2",0.49613899613899615,771,1554
"e,3","6,3",0.4960835509138381,760,1532
"e,3","9,1",0.4960835509138381,760,1532
"e,3","7,5",0.4960835509138381,760,1532
"f,7","6,5",0.49607843137254903,759,1530
"f,7","9,7",0.49607843137254903,759,1530
"e,0","3,1",0.49605263157894736,754,1520
"e,0","12,4",0.49605263157894736,754,1520
"e,0","11,5",0.49605263157894736,754,1520
"e,5","0,0",0.4960438222763238,815,1643
"e,5","15,6",0.4960438222763238,815,1643
"e,5","7,7",0.4960438222763238,815,1643
"d,0","6,0",0.49604221635883905,752,1516
"c,6","7,6",0.49604221635883905,752,1516
"c,6","3,0",0.49604221635883905,752,1516
"f,0","13,0",0.4960049170251998,807,1627
"e,6","0,4",0.4959602237414543,798,1609
"e,6","11,3",0.4959602237414543,798,1609
"e,6","15,2",0.4959602237414543,798,1609
"e,4","6,3",0.49591451917033313,789,1591
"e,4","5,6",0.49591451917033313,789,1591
"e,7","13,2",0.49588347055098164,783,1579
"c,7","1,7",0.49588347055098164,783,1579
"c,7","14,4",0.49588347055098164,783,1579
"f,1","2,3",0.49583066067992304,773,1559
"d,6","5,0",0.49580915538362347,769,1551
"d,6","1,2",0.49580915538362347,769,1551
"e,1","2,6",0.49580374435119434,768,1549
"c,4","8,7",0.49577647823261856,763,1539
"c,4","4,4",0.49577647823261856,763,1539
"d,7","5,2",0.49574885546108566,758,1529
"d,7","4,2",0.49574885546108566,758,1529
"f,2","7,6",0.4956896551724138,805,1624
"c,1","14,5",0.4956521739130435,798,1610
"d,1","4,7",0.4956030150753769,789,1592
"d,2","0,6",0.49551282051282053,773,1560
"d,5","15,3",0.4954954954954955,770,1554
"e,5","5,2",0.49543517954960437,814,1643
"e,3","7,4",0.4954308093994778,759,1532
"e,3","12,4",0.4954308093994778,759,1532
"f,7","3,1",0.4954248366013072,758,1530
"f,7","7,3",0.4954248366013072,758,1530
"f,7","6,4",0.4954248366013072,758,1530
"f,3","2,4",0.4954128440366973,756,1526
"f,3","7,6",0.4954128440366973,756,1526
"d,0","0,4",0.4953825857519789,751,1516
"d,0","9,2",0.4953825857519789,751,1516
"c,6","10,0",0.4953825857519789,751,1516
"e,6","2,1",0.4953387197016781,797,1609
"e,6","4,5",0.4953387197016781,797,1609
"e,6","4,7",0.4953387197016781,797,1609
"e,4","11,1",0.4952859836580767,788,1591
"e,4","14,0",0.4952859836580767,788,1591
"c,7","8,0",0.49525015832805575,782,1579
"c,7","10,2",0.49525015832805575,782,1579
"f,1","10,3",0.49518922386144965,772,1559
"f,1","2,5",0.49518922386144965,772,1559
"c,0","11,2",0.4951644100580271,768,1551
"c,0","14,2",0.4951644100580271,768,1551
"d,6","10,1",0.4951644100580271,768,1551
"d,6","10,3",0.4951644100580271,768,1551
"d,7","3,0",0.4950948332243296,757,1529
"d,7","14,6",0.4950948332243296,757,1529
"d,7","0,7",0.4950948332243296,757,1529
"d,3","10,5",0.49508196721311476,755,1525
"f,2","2,6",0.49507389162561577,804,1624
"c,1","4,6",0.49503105590062113,797,1610
"c,2","1,4",0.495,792,1600
"d,1","11,4",0.4949748743718593,788,1592
"f,5","2,5",0.494910941475827,778,1572
"f,5","8,4",0.494910941475827,778,1572
"f,5","13,6",0.494910941475827,778,1572
"c,3","14,4",0.4949044585987261,777,1570
"e,2","8,4",0.49487836107554417,773,1562
"e,2","6,2",0.49487836107554417,773,1562
"d,2","15,5",0.4948717948717949,772,1560
"d,5","10,0",0.4948519948519948,769,1554
"f,4","14,2",0.4948253557567917,765,1546
"f,4","8,7",0.4948253557567917,765,1546
"f,4","13,6",0.4948253557567917,765,1546
"f,0","14,6",0.4947756607252612,805,1627
"f,7","8,0",0.4947712418300654,757,1530
"f,3","2,5",0.4947575360419397,755,1526
"f,3","4,4",0.4947575360419397,755,1526
"e,0","1,4",0.49473684210526314,752,1520
"e,0","9,7",0.49473684210526314,752,1520
"c,6","9,3",0.4947229551451187,750,1516
"c,6","5,7",0.4947229551451187,750,1516
"e,6","13,7",0.4947172156619018,796,1609
"e,6","11,1",0.4947172156619018,796,1609
"e,4","9,5",0.49465744814582024,787,1591
"c,7","4,3",0.49461684610512985,781,1579
"c,7","4,4",0.49461684610512985,781,1579
"c,7","5,0",0.49461684610512985,781,1579
"c,7","0,1",0.49461684610512985,781,1579
"c,7","10,6",0.49461684610512985,781,1579
"c,7","11,3",0.49461684610512985,781,1579
"c,7","15,6",0.49461684610512985,781,1579
"f,1","7,4",0.49454778704297625,771,1559
"c,0","4,4",0.4945196647324307,767,1551
"c,0","9,2",0.4945196647324307,767,1551
"c,5","3,5",0.49449838187702266,764,1545
"c,5","14,0",0.49449838187702266,764,1545
"c,4","8,4",0.4944769330734243,761,1539
"c,4","9,3",0.4944769330734243,761,1539
"c,4","3,6",0.4944769330734243,761,1539
"f,2","6,2",0.4944581280788177,803,1624
"c,2","7,2",0.494375,791,1600
"c,2","9,4",0.494375,791,1600
"c,2","7,0",0.494375,791,1600
"c,2","8,3",0.494375,791,1600
"d,1","10,2",0.4943467336683417,787,1592
"f,5","11,3",0.49427480916030536,777,1572
"c,3","6,5",0.4942675159235669,776,1570
"d,2","9,5",0.49423076923076925,771,1560
"e,5","12,1",0.49421789409616557,812,1643
"e,5","2,2",0.49421789409616557,812,1643
"e,5","12,5",0.49421789409616557,812,1643
"e,5","6,0",0.49421789409616557,812,1643
"d,5","0,0",0.4942084942084942,768,1554
"d,5","15,4",0.4942084942084942,768,1554
"f,4","2,2",0.49417852522639066,764,1546
"f,4","7,1",0.49417852522639066,764,1546
"f,0","2,0",0.4941610325752919,804,1627
"e,3","5,6",0.4941253263707572,757,1532
"e,3","12,3",0.4941253263707572,757,1532
"e,3","14,1",0.4941253263707572,757,1532
"e,3","11,7",0.4941253263707572,757,1532
"e,3","6,0",0.4941253263707572,757,1532
"f,7","2,3",0.49411764705882355,756,1530
"e,6","12,4",0.49409571162212557,795,1609
"e,6","12,7",0.49409571162212557,795,1609
"d,0","0,0",0.4940633245382586,749,1516
"d,0","4,4",0.4940633245382586,749,1516
"d,0","5,1",0.4940633245382586,749,1516
"c,6","4,1",0.4940633245382586,749,1516
"c,6","6,5",0.4940633245382586,749,1516
"e,4","11,2",0.4940289126335638,786,1591
"e,4","13,2",0.4940289126335638,786,1591
"e,7","12,6",0.49398353388220395,780,1579
"e,7","11,5",0.49398353388220395,780,1579
"e,7","7,0",0.49398353388220395,780,1579
"c,7","12,5",0.49398353388220395,780,1579
"d,4","7,7",0.4939759036144578,779,1577
"f,1","11,1",0.4939063502245029,770,1559
"c,0","10,1",0.4938749194068343,766,1551
"d,6","4,6",0.4938749194068343,766,1551
"e,1","12,7",0.49386701097482244,765,1549
"c,5","10,1",0.49385113268608416,763,1545
"c,5","8,0",0.49385113268608416,763,1545
"c,4","0,3",0.49382716049382713,760,1539
"c,4","3,1",0.49382716049382713,760,1539
"c,4","14,5",0.49382716049382713,760,1539
"c,1","3,5",0.4937888198757764,795,1610
"c,1","5,4",0.4937888198757764,795,1610
"c,1","9,6",0.4937888198757764,795,1610
"c,1","4,0",0.4937888198757764,795,1610
"d,7","9,4",0.49378678875081755,755,1529
"d,3","4,4",0.4937704918032787,753,1525
"c,2","4,7",0.49375,790,1600
"d,1","6,7",0.4937185929648241,786,1592
"d,1","12,0",0.4937185929648241,786,1592
"d,1","0,4",0.4937185929648241,786,1592
"d,1","5,1",0.4937185929648241,786,1592
"f,5","13,3",0.49363867684478374,776,1572
"f,5","14,4",0.49363867684478374,776,1572
"e,5","10,2",0.4936092513694461,811,1643
"e,2","6,5",0.49359795134443024,771,1562
"d,2","7,7",0.4935897435897436,770,1560
"d,5","5,4",0.49356499356499356,767,1554
"d,5","4,4",0.49356499356499356,767,1554
"f,0","10,2",0.49354640442532266,803,1627
"f,0","11,2",0.49354640442532266,803,1627
"f,0","7,2",0.49354640442532266,803,1627
"f,4","9,5",0.4935316946959897,763,1546
"f,4","11,7",0.4935316946959897,763,1546
"d,0","4,7",0.49340369393139843,748,1516
"c,6","4,7",0.49340369393139843,748,1516
"c,6","3,2",0.49340369393139843,748,1516
"e,7","1,7",0.493350221659278,779,1579
"c,7","8,1",0.493350221659278,779,1579
"c,7","6,1",0.493350221659278,779,1579
"c,0","14,4",0.4932301740812379,765,1551
"d,6","2,3",0.4932301740812379,765,1551
"e,1","3,5",0.4932214331826985,764,1549
"c,5","11,2",0.49320388349514566,762,1545
"c,4","5,4",0.49317738791423,759,1539
"c,4","11,6",0.49317738791423,759,1539
"c,1","6,5",0.493167701863354,794,1610
"c,1","9,2",0.493167701863354,794,1610
"d,7","5,0",0.49313276651406146,754,1529
"c,2","12,2",0.493125,789,1600
"c,2","14,7",0.493125,789,1600
"d,3","0,4",0.49311475409836064,752,1525
"d,3","4,6",0.49311475409836064,752,1525
"d,3","6,4",0.49311475409836064,752,1525
"d,1","7,5",0.49309045226130654,785,1592
"d,1","9,1",0.49309045226130654,785,1592
"f,6","5,1",0.4930784442979565,748,1517
"f,6","5,5",0.4930784442979565,748,1517
"f,5","2,0",0.49300254452926207,775,1572
"e,2","2,5",0.49295774647887325,770,1562
"f,0","2,4",0.4929317762753534,802,1627
"f,0","7,3",0.4929317762753534,802,1627
"f,0","15,7",0.4929317762753534,802,1627
"d,5","7,1",0.4929214929214929,766,1554
"e,6","4,0",0.49285270354257305,793,1609
"e,6","11,4",0.49285270354257305,793,1609
"e,3","11,0",0.49281984334203655,755,1532
"e,3","4,0",0.49281984334203655,755,1532
"f,7","2,0",0.4928104575163399,754,1530
"e,4","11,6",0.4927718416090509,784,1591
"e,4","8,1",0.4927718416090509,784,1591
"e,4","8,5",0.4927718416090509,784,1591
"e,4","1,6",0.4927718416090509,784,1591
"e,0","6,5",0.49276315789473685,749,1520
"d,0","10,1",0.49274406332453824,747,1516
"e,7","11,4",0.4927169094363521,778,1579
"c,7","14,2",0.4927169094363521,778,1579
"d,4","7,4",0.49270767279644895,777,1577
"f,1","9,4",0.4926234765875561,768,1559
"f,2","0,7",0.49261083743842365,800,1624
"c,0","6,1",0.49258542875564154,764,1551
"c,0","14,3",0.49258542875564154,764,1551
"c,0","8,0",0.49258542875564154,764,1551
"d,6","0,2",0.49258542875564154,764,1551
"d,6","12,0",0.49258542875564154,764,1551
"e,1","13,4",0.4925758553905746,763,1549
"c,5","3,2",0.4925566343042071,761,1545
"c,5","4,4",0.4925566343042071,761,1545
"c,1","14,1",0.4925465838509317,793,1610
"c,4","0,4",0.49252761533463285,758,1539
"c,4","9,2",0.49252761533463285,758,1539
"c,4","4,3",0.49252761533463285,758,1539
"c,2","14,6",0.4925,788,1600
"c,2","7,1",0.4925,788,1600
"d,1","4,0",0.49246231155778897,784,1592
"f,6","11,7",0.4924192485168095,747,1517
"e,5","1,3",0.4923919659160073,809,1643
"e,5","13,0",0.4923919659160073,809,1643
"c,3","3,1",0.4923566878980892,773,1570
"e,2","10,1",0.49231754161331626,769,1562
"f,0","4,0",0.49231714812538413,801,1627
"f,0","11,0",0.49231714812538413,801,1627
"f,4","10,6",0.4922380336351876,761,1546
"e,6","8,7",0.49223119950279676,792,1609
"e,6","9,3",0.49223119950279676,792,1609
"e,3","1,1",0.49216710182767626,754,1532
"e,3","1,6",0.49216710182767626,754,1532
"f,7","14,7",0.492156862745098,753,1530
"e,4","4,7",0.49214330609679446,783,1591
"e,4","3,2",0.49214330609679446,783,1591
"e,0","11,2",0.4921052631578947,748,1520
"e,0","6,0",0.4921052631578947,748,1520
"d,0","10,4",0.4920844327176781,746,1516
"d,0","5,7",0.4920844327176781,746,1516
"c,6","5,4",0.4920844327176781,746,1516
"c,6","8,2",0.4920844327176781,746,1516
"c,6","8,5",0.4920844327176781,746,1516
"c,6","10,3",0.4920844327176781,746,1516
"c,6","14,3",0.4920844327176781,746,1516
"c,6","2,4",0.4920844327176781,746,1516
"c,6","13,2",0.4920844327176781,746,1516
"c,6","4,4",0.4920844327176781,746,1516
"d,4","4,2",0.4920735573874445,776,1577
"d,4","11,1",0.4920735573874445,776,1577
"f,2","5,1",0.4919950738916256,799,1624
"f,2","7,7",0.4919950738916256,799,1624
"f,2","8,2",0.4919950738916256,799,1624
"f,2","8,4",0.4919950738916256,799,1624
"f,1","9,0",0.4919820397690827,767,1559
"e,1","14,6",0.4919302775984506,762,1549
"c,1","4,4",0.4919254658385093,792,1610
"c,1","14,0",0.4919254658385093,792,1610
"c,4","12,0",0.4918778427550357,757,1539
"c,4","6,2",0.4918778427550357,757,1539
"d,1","4,3",0.49183417085427134,783,1592
"d,1","10,0",0.49183417085427134,783,1592
"d,1","15,2",0.49183417085427134,783,1592
"e,5","7,5",0.4917833231892879,808,1643
"f,6","4,1",0.4917600527356625,746,1517
"f,6","7,4",0.4917600527356625,746,1517
"f,6","8,6",0.4917600527356625,746,1517
"f,6","13,6",0.4917600527356625,746,1517
"f,5","7,3",0.4917302798982188,773,1572
"c,3","3,4",0.49171974522292994,772,1570
"f,0","9,6",0.49170251997541486,800,1627
"e,2","11,3",0.49167733674775926,768,1562
"e,2","11,6",0.49167733674775926,768,1562
"e,6","0,7",0.4916096954630205,791,1609
"e,6","15,5",0.4916096954630205,791,1609
"f,4","3,4",0.49159120310478654,760,1546
"f,4","13,0",0.49159120310478654,760,1546
"e,3","3,3",0.4915143603133159,753,1532
"e,3","7,2",0.4915143603133159,753,1532
"f,7","4,1",0.4915032679738562,752,1530
"f,3","13,4",0.49148099606815204,750,1526
"e,7","4,1",0.4914502849905003,776,1579
"c,7","0,0",0.4914502849905003,776,1579
"d,4","6,4",0.4914394419784401,775,1577
"d,4","15,3",0.4914394419784401,775,1577
"c,6","14,0",0.49142480211081796,745,1516
"c,1","11,0",0.49130434782608695,791,1610
"c,0","6,0",0.4912959381044487,762,1551
"c,0","11,4",0.4912959381044487,762,1551
"e,1","8,4",0.49128469980632666,761,1549
"d,1","15,6",0.49120603015075376,782,1592
"e,5","7,3",0.49117468046256846,807,1643
"d,7","4,5",0.49117069980379335,751,1529
"d,7","4,7",0.49117069980379335,751,1529
"d,7","5,4",0.49117069980379335,751,1529
"d,3","6,5",0.4911475409836066,749,1525
"f,6","1,1",0.4911008569545155,745,1517
"f,6","12,7",0.4911008569545155,745,1517
"f,6","8,4",0.4911008569545155,745,1517
"f,5","2,2",0.4910941475826972,772,1572
"f,5","5,1",0.4910941475826972,772,1572
"c,3","5,5",0.4910828025477707,771,1570
"e,2","2,6",0.4910371318822023,767,1562
"d,2","3,5",0.491025641025641,766,1560
"d,2","4,2",0.491025641025641,766,1560
"d,2","6,0",0.491025641025641,766,1560
"d,2","11,1",0.491025641025641,766,1560
"d,2","14,3",0.491025641025641,766,1560
"d,5","5,3",0.49099099099099097,763,1554
"e,6","11,5",0.49098819142324424,790,1609
"f,4","11,0",0.4909443725743855,759,1546
"f,7","10,3",0.49084967320261436,751,1530
"e,7","1,5",0.4908169727675744,775,1579
"e,0","0,5",0.49078947368421055,746,1520
"e,0","15,3",0.49078947368421055,746,1520
"c,6","15,7",0.49076517150395776,744,1516
"c,6","7,1",0.49076517150395776,744,1516
"f,2","3,6",0.4907635467980296,797,1624
"c,1","4,7",0.4906832298136646,790,1610
"c,1","9,0",0.4906832298136646,790,1610
"c,0","9,1",0.49065119277885233,761,1551
"d,6","7,5",0.49065119277885233,761,1551
"c,2","9,2",0.490625,785,1600
"c,2","14,2",0.490625,785,1600
"c,2","3,2",0.490625,785,1600
"c,5","3,7",0.4906148867313916,758,1545
"c,4","6,5",0.49057829759584143,755,1539
"c,4","2,1",0.49057829759584143,755,1539
"c,4","13,7",0.49057829759584143,755,1539
"d,1","6,1",0.4905778894472362,781,1592
"e,5","8,0",0.49056603773584906,806,1643
"e,5","10,6",0.49056603773584906,806,1643
"d,7","15,0",0.49051667756703726,750,1529
"d,7","0,6",0.49051667756703726,750,1529
"d,3","3,2",0.4904918032786885,748,1525
"d,3","14,0",0.4904918032786885,748,1525
"f,0","1,5",0.49047326367547633,798,1627
"f,0","12,3",0.49047326367547633,798,1627
"f,5","2,1",0.4904580152671756,771,1572
"c,3","5,2",0.49044585987261147,770,1570
"e,2","5,5",0.49039692701664533,766,1562
"d,2","15,4",0.49038461538461536,765,1560
"d,2","4,0",0.49038461538461536,765,1560
"e,6","6,7",0.490366687383468,789,1609
"e,6","6,2",0.490366687383468,789,1609
"f,4","7,5",0.49029754204398446,758,1546
"e,4","5,7",0.49025769956002513,780,1591
"e,3","7,1",0.4902088772845953,751,1532
"e,7","1,3",0.4901836605446485,774,1579
"e,7","10,0",0.4901836605446485,774,1579
"e,7","11,7",0.4901836605446485,774,1579
"c,7","7,7",0.4901836605446485,774,1579
"d,4","15,4",0.4901712111604312,773,1577
"d,4","4,4",0.4901712111604312,773,1577
"f,2","2,4",0.49014778325123154,796,1624
"f,2","6,5",0.49014778325123154,796,1624
"e,0","5,2",0.4901315789473684,745,1520
"c,1","4,3",0.49006211180124226,789,1610
"f,1","8,6",0.4900577293136626,764,1559
"f,1","11,6",0.4900577293136626,764,1559
"f,1","10,0",0.4900577293136626,764,1559
"c,0","8,3",0.49000644745325594,760,1551
"c,0","9,5",0.49000644745325594,760,1551
"c,0","3,0",0.49000644745325594,760,1551
"d,6","8,4",0.49000644745325594,760,1551
"d,6","0,6",0.49000644745325594,760,1551
"c,2","10,1",0.49,784,1600
"c,5","9,5",0.4899676375404531,757,1545
"c,5","15,0",0.4899676375404531,757,1545
"c,5","10,4",0.4899676375404531,757,1545
"e,5","8,1",0.48995739500912966,805,1643
"d,1","9,4",0.4899497487437186,780,1592
"d,1","8,0",0.4899497487437186,780,1592
"c,4","10,1",0.4899285250162443,754,1539
"c,4","15,1",0.4899285250162443,754,1539
"d,7","5,5",0.4898626553302812,749,1529
"d,7","1,1",0.4898626553302812,749,1529
"f,0","13,4",0.48985863552550707,797,1627
"f,0","8,2",0.48985863552550707,797,1627
"d,3","0,6",0.4898360655737705,747,1525
"c,3","14,5",0.48980891719745223,769,1570
"c,3","8,5",0.48980891719745223,769,1570
"e,2","3,7",0.48975672215108834,765,1562
"e,2","4,6",0.48975672215108834,765,1562
"e,6","7,6",0.4897451833436917,788,1609
"d,2","10,1",0.4897435897435897,764,1560
"d,2","15,2",0.4897435897435897,764,1560
"d,5","11,0",0.4897039897039897,761,1554
"f,4","7,6",0.4896507115135834,757,1546
"f,4","13,3",0.4896507115135834,757,1546
"e,4","4,1",0.4896291640477687,779,1591
"e,4","7,1",0.4896291640477687,779,1591
"c,7","8,4",0.4895503483217226,773,1579
"f,7","3,0",0.4895424836601307,749,1530
"d,4","1,3",0.4895370957514268,772,1577
"f,2","14,4",0.4895320197044335,795,1624
"f,3","5,3",0.4895150720838794,747,1526
"e,0","12,3",0.48947368421052634,744,1520
"c,1","7,0",0.4894409937888199,788,1610
"c,2","4,1",0.489375,783,1600
"e,5","8,6",0.4893487522824102,804,1643
"e,1","1,2",0.4893479664299548,758,1549
"e,1","11,6",0.4893479664299548,758,1549
"c,5","8,2",0.4893203883495146,756,1545
"c,4","6,4",0.48927875243664715,753,1539
"c,4","14,3",0.48927875243664715,753,1539
"c,4","8,6",0.48927875243664715,753,1539
"d,7","7,6",0.4892086330935252,748,1529
"d,7","9,1",0.4892086330935252,748,1529
"c,3","1,6",0.489171974522293,768,1570
"e,6","11,7",0.4891236793039155,787,1609
"e,6","9,0",0.4891236793039155,787,1609
"f,6","8,7",0.4891232696110745,742,1517
"e,2","7,0",0.48911651728553135,764,1562
"d,5","5,0",0.48906048906048905,760,1554
"d,5","10,2",0.48906048906048905,760,1554
"e,4","12,5",0.48900062853551224,778,1591
"e,4","13,1",0.48900062853551224,778,1591
"c,7","5,6",0.4889170360987967,772,1579
"c,7","6,5",0.4889170360987967,772,1579
"f,2","13,6",0.48891625615763545,794,1624
"f,2","7,0",0.48891625615763545,794,1624
"d,4","4,7",0.4889029803424223,771,1577
"d,4","3,3",0.4889029803424223,771,1577
"d,4","14,1",0.4889029803424223,771,1577
"c,1","4,5",0.4888198757763975,787,1610
"e,0","4,1",0.4888157894736842,743,1520
"e,0","14,7",0.4888157894736842,743,1520
"d,0","10,5",0.4887862796833773,741,1516
"d,0","6,7",0.4887862796833773,741,1516
"c,6","0,1",0.4887862796833773,741,1516
"f,1","15,6",0.48877485567671586,762,1559
"e,5","0,2",0.4887401095556908,803,1643
"e,5","15,0",0.4887401095556908,803,1643
"c,0","9,0",0.4887169568020632,758,1551
"d,6","5,2",0.4887169568020632,758,1551
"e,1","5,6",0.48870238863783083,757,1549
"d,1","10,5",0.4886934673366834,778,1592
"d,1","15,0",0.4886934673366834,778,1592
"c,5","0,2",0.4886731391585761,755,1545
"c,4","9,4",0.48862897985705,752,1539
"d,7","7,7",0.48855461085676916,747,1529
"f,5","10,4",0.48854961832061067,768,1572
"d,3","5,5",0.4885245901639344,745,1525
"e,6","12,6",0.4885021752641392,786,1609
"e,2","9,5",0.4884763124199744,763,1562
"e,4","8,2",0.4883720930232558,777,1591
"e,4","5,5",0.4883720930232558,777,1591
"c,7","11,0",0.4882837238758708,771,1579
"d,4","7,2",0.48826886493341787,770,1577
"d,4","10,6",0.48826886493341787,770,1577
"e,3","11,3",0.48825065274151436,748,1532
"e,3","12,6",0.48825065274151436,748,1532
"f,7","1,6",0.48823529411764705,747,1530
"f,7","12,4",0.48823529411764705,747,1530
"f,3","5,2",0.48820445609436436,745,1526
"e,0","1,6",0.4881578947368421,742,1520
"e,0","7,7",0.4881578947368421,742,1520
"d,0","1,0",0.48812664907651715,740,1516
"c,6","4,2",0.48812664907651715,740,1516
"d,6","12,3",0.4880722114764668,757,1551
"d,6","15,5",0.4880722114764668,757,1551
"c,4","9,6",0.48797920727745286,751,1539
"c,4","11,0",0.48797920727745286,751,1539
"f,5","6,4",0.48791348600508905,767,1572
"d,7","11,4",0.48790058862001306,746,1529
"d,7","15,4",0.48790058862001306,746,1529
"d,7","12,7",0.48790058862001306,746,1529
"c,3","10,0",0.4878980891719745,766,1570
"e,6","0,1",0.48788067122436296,785,1609
"e,6","1,6",0.48788067122436296,785,1609
"e,6","15,7",0.48788067122436296,785,1609
"e,6","5,0",0.48788067122436296,785,1609
"e,6","5,3",0.48788067122436296,785,1609
"e,6","3,0",0.48788067122436296,785,1609
"d,5","11,1",0.4877734877734878,758,1554
"f,2","5,7",0.4876847290640394,792,1624
"d,4","12,5",0.48763474952441344,769,1577
"d,4","8,5",0.48763474952441344,769,1577
"c,1","3,7",0.48757763975155277,785,1610
"e,5","6,4",0.48752282410225195,801,1643
"d,0","6,2",0.487467018469657,739,1516
"d,0","10,2",0.487467018469657,739,1516
"c,6","7,0",0.487467018469657,739,1516
"d,1","10,4",0.48743718592964824,776,1592
"d,1","7,2",0.48743718592964824,776,1592
"c,5","3,0",0.487378640776699,753,1545
